"secao","divisao","grupo","classe","subclasse","denominacao"
"INFORMAÇÃO E COMUNICAÇÃO","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS","6202300","DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS"
"INFORMAÇÃO E COMUNICAÇÃO","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃO-CUSTOMIZÁVEIS","6203100","DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃO CUSTOMIZÁVEIS"
"INFORMAÇÃO E COMUNICAÇÃO","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO","6204000","CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO"
"INFORMAÇÃO E COMUNICAÇÃO","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO","6209100","SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO"
"INFORMAÇÃO E COMUNICAÇÃO","ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO","TRATAMENTO DE DADOS, HOSPEDAGEM NA INTERNET E OUTRAS ATIVIDADES RELACIONADAS","TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET","6311900","TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET"
"INFORMAÇÃO E COMUNICAÇÃO","ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO","TRATAMENTO DE DADOS, HOSPEDAGEM NA INTERNET E OUTRAS ATIVIDADES RELACIONADAS","PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET","6319400","PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET"
"INFORMAÇÃO E COMUNICAÇÃO","ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO","OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO","AGÊNCIAS DE NOTÍCIAS","6391700","AGÊNCIAS DE NOTÍCIAS"
"INFORMAÇÃO E COMUNICAÇÃO","ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO","OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO","OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE","6399200","OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","BANCO CENTRAL","BANCO CENTRAL","6410700","BANCO CENTRAL"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO MONETÁRIA - DEPÓSITOS À VISTA","CAIXAS ECONÔMICAS","6423900","CAIXAS ECONÔMICAS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO MONETÁRIA - DEPÓSITOS À VISTA","BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL","6422100","BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO MONETÁRIA - DEPÓSITOS À VISTA","BANCOS COMERCIAIS","6421200","BANCOS COMERCIAIS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO MONETÁRIA - DEPÓSITOS À VISTA","CRÉDITO COOPERATIVO","6424701","BANCOS COOPERATIVOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO MONETÁRIA - DEPÓSITOS À VISTA","CRÉDITO COOPERATIVO","6424702","COOPERATIVAS CENTRAIS DE CRÉDITO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO MONETÁRIA - DEPÓSITOS À VISTA","CRÉDITO COOPERATIVO","6424703","COOPERATIVAS DE CRÉDITO MÚTUO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO MONETÁRIA - DEPÓSITOS À VISTA","CRÉDITO COOPERATIVO","6424704","COOPERATIVAS DE CRÉDITO RURAL"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","BANCOS MÚLTIPLOS, SEM CARTEIRA COMERCIAL","6431000","BANCOS MÚLTIPLOS, SEM CARTEIRA COMERCIAL"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","BANCOS DE INVESTIMENTO","6432800","BANCOS DE INVESTIMENTO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","BANCOS DE DESENVOLVIMENTO","6433600","BANCOS DE DESENVOLVIMENTO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","AGÊNCIAS DE FOMENTO","6434400","AGÊNCIAS DE FOMENTO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","CRÉDITO IMOBILIÁRIO","6435201","SOCIEDADES DE CRÉDITO IMOBILIÁRIO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","CRÉDITO IMOBILIÁRIO","6435202","ASSOCIAÇÕES DE POUPANÇA E EMPRÉSTIMO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","CRÉDITO IMOBILIÁRIO","6435203","COMPANHIAS HIPOTECÁRIAS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS","6436100","SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","SOCIEDADES DE CRÉDITO AO MICROEMPREENDEDOR","6437900","SOCIEDADES DE CRÉDITO AO MICROEMPREENDEDOR"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","BANCOS DE CAMBIO E OUTRAS INSTITUIÇÕES DE INTERMEDIAÇÃO NÃO-MONETÁRIA","6438701","BANCOS DE CÂMBIO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","INTERMEDIAÇÃO NÃO-MONETÁRIA - OUTROS INSTRUMENTOS DE CAPTAÇÃO","BANCOS DE CAMBIO E OUTRAS INSTITUIÇÕES DE INTERMEDIAÇÃO NÃO-MONETÁRIA","6438799","OUTRAS INSTITUIÇÕES DE INTERMEDIAÇÃO NÃO MONETÁRIA"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ARRENDAMENTO MERCANTIL","ARRENDAMENTO MERCANTIL","6440900","ARRENDAMENTO MERCANTIL"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","SOCIEDADES DE CAPITALIZAÇÃO","SOCIEDADES DE CAPITALIZAÇÃO","6450600","SOCIEDADES DE CAPITALIZAÇÃO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SOCIEDADES DE PARTICIPAÇÃO","HOLDINGS DE INSTITUIÇÕES FINANCEIRAS","6461100","HOLDINGS DE INSTITUIÇÕES FINANCEIRAS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SOCIEDADES DE PARTICIPAÇÃO","HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS","6462000","HOLDINGS DE INSTITUIÇÕES NÃO FINANCEIRAS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SOCIEDADES DE PARTICIPAÇÃO","OUTRAS SOCIEDADES DE PARTICIPAÇÃO, EXCETO HOLDINGS","6463800","OUTRAS SOCIEDADES DE PARTICIPAÇÃO, EXCETO HOLDINGS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","FUNDOS DE INVESTIMENTO","FUNDOS DE INVESTIMENTO","6470102","FUNDOS DE INVESTIMENTO PREVIDENCIÁRIOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","FUNDOS DE INVESTIMENTO","FUNDOS DE INVESTIMENTO","6470103","FUNDOS DE INVESTIMENTO IMOBILIÁRIOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","FUNDOS DE INVESTIMENTO","FUNDOS DE INVESTIMENTO","6470101","FUNDOS DE INVESTIMENTO, EXCETO PREVIDENCIÁRIOS E IMOBILIÁRIOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","SOCIEDADES DE FOMENTO MERCANTIL - FACTORING","6491300","SOCIEDADES DE FOMENTO MERCANTIL - FACTORING"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","SECURITIZAÇÃO DE CRÉDITOS","6492100","SECURITIZAÇÃO DE CRÉDITOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","ADMINISTRAÇÃO DE CONSÓRCIOS PARA AQUISIÇÃO DE BENS E DIREITOS","6493000","ADMINISTRAÇÃO DE CONSÓRCIOS PARA AQUISIÇÃO DE BENS E DIREITOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6499901","CLUBES DE INVESTIMENTO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6499902","SOCIEDADES DE INVESTIMENTO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6499903","FUNDO GARANTIDOR DE CRÉDITO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6499904","CAIXAS DE FINANCIAMENTO DE CORPORAÇÕES"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6499905","CONCESSÃO DE CRÉDITO PELAS OSCIP"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES DE SERVIÇOS FINANCEIROS","ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6499999","OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","SEGUROS DE VIDA E NÃO-VIDA","SEGUROS DE VIDA","6511101","SOCIEDADE SEGURADORA DE SEGUROS VIDA"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","SEGUROS DE VIDA E NÃO-VIDA","SEGUROS DE VIDA","6511102","PLANOS DE AUXÍLIO FUNERAL"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","SEGUROS DE VIDA E NÃO-VIDA","SEGUROS NÃO-VIDA","6512000","SOCIEDADE SEGURADORA DE SEGUROS NÃO VIDA"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","SEGUROS-SAÚDE","SEGUROS-SAÚDE","6520100","SOCIEDADE SEGURADORA DE SEGUROS SAÚDE"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","RESSEGUROS","RESSEGUROS","6530800","RESSEGUROS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","PREVIDÊNCIA COMPLEMENTAR","PREVIDÊNCIA COMPLEMENTAR FECHADA","6541300","PREVIDÊNCIA COMPLEMENTAR FECHADA"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","PREVIDÊNCIA COMPLEMENTAR","PREVIDÊNCIA COMPLEMENTAR ABERTA","6542100","PREVIDÊNCIA COMPLEMENTAR ABERTA"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","PLANOS DE SAÚDE","PLANOS DE SAÚDE","6550200","PLANOS DE SAÚDE"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ADMINISTRAÇÃO DE BOLSAS E MERCADOS DE BALCÃO ORGANIZADOS","6611802","BOLSA DE MERCADORIAS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ADMINISTRAÇÃO DE BOLSAS E MERCADOS DE BALCÃO ORGANIZADOS","6611803","BOLSA DE MERCADORIAS E FUTUROS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ADMINISTRAÇÃO DE BOLSAS E MERCADOS DE BALCÃO ORGANIZADOS","6611804","ADMINISTRAÇÃO DE MERCADOS DE BALCÃO ORGANIZADOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ADMINISTRAÇÃO DE BOLSAS E MERCADOS DE BALCÃO ORGANIZADOS","6611801","BOLSA DE VALORES"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES DE INTERMEDIÁRIOS EM TRANSAÇÕES DE TÍTULOS, VALORES MOBILIÁRIOS E MERCADORIAS","6612602","DISTRIBUIDORAS DE TÍTULOS E VALORES MOBILIÁRIOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES DE INTERMEDIÁRIOS EM TRANSAÇÕES DE TÍTULOS, VALORES MOBILIÁRIOS E MERCADORIAS","6612603","CORRETORAS DE CÂMBIO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES DE INTERMEDIÁRIOS EM TRANSAÇÕES DE TÍTULOS, VALORES MOBILIÁRIOS E MERCADORIAS","6612604","CORRETORAS DE CONTRATOS DE MERCADORIAS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES DE INTERMEDIÁRIOS EM TRANSAÇÕES DE TÍTULOS, VALORES MOBILIÁRIOS E MERCADORIAS","6612601","CORRETORAS DE TÍTULOS E VALORES MOBILIÁRIOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES DE INTERMEDIÁRIOS EM TRANSAÇÕES DE TÍTULOS, VALORES MOBILIÁRIOS E MERCADORIAS","6612605","AGENTES DE INVESTIMENTOS EM APLICAÇÕES FINANCEIRAS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ADMINISTRAÇÃO DE CARTÕES DE CRÉDITO","6613400","ADMINISTRAÇÃO DE CARTÕES DE CRÉDITO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6619304","CAIXAS ELETRÔNICOS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6619305","OPERADORAS DE CARTÕES DE DÉBITO"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6619399","OUTRAS ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6619301","SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6619302","CORRESPONDENTES DE INSTITUIÇÕES FINANCEIRAS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS NÃO ESPECIFICADAS ANTERIORMENTE","6619303","REPRESENTAÇÕES DE BANCOS ESTRANGEIROS"
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS","ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","ATIVIDADES AUXILIARES DOS SEGUROS, DA PREVIDÊNCIA COMPLEMENTAR E DOS PLANOS DE SAÚDE","AVALIAÇÃO DE RISCOS E PERDAS","6621502","AUDITORIA E CONSULTORIA ATUARIAL"
